Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
1503,20,FV,4.04305126783455,9.461332526110132,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,0,0,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,Po,No,GLQ,1032.0,Unf,0.0,610.0,1642.0,GasA,Ex,Y,SBrkr,7.257002707092073,0,0,7.257002707092073,1.0,0.0,1,1,1,1,Gd,6,Typ,1,Gd,Attchd,0.0,RFn,3.0,852.0,TA,TA,Y,160,192,0,224,0,0,Missing,Missing,Missing,0,4,2010,New,Partial,0,0,0
1504,60,FV,4.219507705176107,8.906393407058367,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,10,10,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,484.0,Unf,0.0,491.0,975.0,GasA,Ex,Y,SBrkr,6.882437470997847,873,0,7.521859252201629,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,10.0,RFn,2.0,592.0,TA,TA,Y,280,184,0,0,0,0,Missing,Missing,Missing,0,4,2010,WD,Normal,0,0,0
1505,20,FV,4.382026634673881,8.987196820661973,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,8,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,Unf,0.0,659.0,1492.0,GasA,Ex,Y,SBrkr,7.307872780763706,0,0,7.307872780763706,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,8.0,RFn,2.0,596.0,TA,TA,Y,277,137,0,0,0,0,Missing,Missing,Missing,0,4,2010,WD,Normal,0,0,0
1506,20,RL,4.204692619390966,9.254931255304058,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,43,43,Hip,CompShg,HdBoard,HdBoard,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,GLQ,506.0,Unf,0.0,1323.0,1829.0,GasA,Gd,Y,SBrkr,7.511524648390866,0,0,7.511524648390866,1.0,0.0,2,0,4,1,TA,8,Typ,0,Missing,Attchd,43.0,RFn,2.0,535.0,TA,TA,Y,0,76,0,0,0,0,Missing,Missing,Missing,0,5,2010,WD,Normal,0,0,0
1507,60,RL,4.382026634673881,9.286467732363734,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,17,17,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1137.0,Unf,0.0,143.0,1280.0,GasA,Ex,Y,SBrkr,7.154615356913663,1215,0,7.822044008185619,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,17.0,Unf,2.0,660.0,TA,TA,Y,224,32,0,0,0,0,Missing,Missing,Missing,0,3,2010,WD,Normal,0,0,0
1508,50,RL,4.204692619390966,9.84357829978222,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,6,5,32,32,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,ALQ,687.0,LwQ,46.0,491.0,1224.0,GasA,TA,Y,SBrkr,7.160069207596127,604,0,7.544861068658458,0.0,1.0,3,0,3,1,TA,7,Typ,1,TA,Attchd,32.0,RFn,2.0,678.0,TA,TA,Y,0,69,0,0,0,0,Missing,Missing,Missing,0,4,2010,WD,Normal,0,0,0
1509,60,RL,4.382026634673881,9.169518377455928,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,39,39,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,329.0,Unf,0.0,386.0,715.0,GasA,TA,Y,SBrkr,6.835184586147301,715,0,7.405495663199472,0.0,0.0,1,2,4,1,TA,7,Typ,0,Missing,Attchd,39.0,RFn,2.0,441.0,TA,TA,Y,0,78,0,0,0,0,Missing,GdWo,Missing,0,6,2010,WD,Normal,0,0,0
1510,20,RL,4.382026634673881,9.169518377455928,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,44,44,Hip,CompShg,VinylSd,VinylSd,BrkFace,172.0,TA,TA,CBlock,TA,TA,No,Rec,698.0,Unf,0.0,534.0,1232.0,GasA,TA,Y,SBrkr,7.116394144093465,0,0,7.116394144093465,1.0,0.0,1,1,3,1,TA,6,Typ,0,Missing,Attchd,44.0,RFn,2.0,490.0,TA,TA,Y,0,224,0,0,0,0,Missing,Missing,Missing,0,4,2010,WD,Normal,0,0,0
1511,20,RL,4.499809670330265,9.20029003612268,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,44,44,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,1059.0,Unf,0.0,150.0,1209.0,GasA,Gd,Y,SBrkr,7.097548850614793,0,0,7.097548850614793,1.0,0.0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,44.0,RFn,2.0,504.0,TA,TA,Y,0,0,120,0,0,0,Missing,Missing,Missing,0,4,2010,ConLD,Normal,0,0,0
1512,20,RL,4.477336814478207,9.177817180270623,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,43,43,Gable,CompShg,Wd Sdng,Plywood,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,BLQ,1010.0,Unf,0.0,500.0,1510.0,GasA,Ex,Y,SBrkr,7.31986492980897,0,0,7.31986492980897,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Missing,Attchd,43.0,RFn,2.0,517.0,TA,TA,Y,0,40,0,0,204,0,Missing,GdPrv,Missing,0,4,2010,WD,Normal,0,0,0
1513,80,RL,4.204692619390966,9.268609280100158,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,46,46,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,533.0,533.0,GasA,TA,Y,SBrkr,7.030857476116121,644,0,7.4815557019095165,0.0,0.0,2,0,3,1,TA,8,Typ,0,Missing,Attchd,46.0,Unf,2.0,480.0,TA,TA,Y,0,172,0,0,0,0,Missing,Missing,Missing,0,5,2010,COD,Family,0,0,0
1514,90,RL,4.584967478670572,9.492507263739853,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,6,48,9,Hip,CompShg,HdBoard,HdBoard,BrkFace,144.0,TA,TA,CBlock,TA,TA,No,BLQ,1500.0,Unf,0.0,228.0,1728.0,GasA,TA,Y,SBrkr,7.454719949364001,0,0,7.454719949364001,2.0,0.0,2,0,6,2,TA,10,Typ,0,Missing,Missing,31.0,Missing,0.0,0.0,Missing,Missing,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,1,2010,Oth,Abnorml,0,0,0
1515,50,RL,4.219507705176107,9.182352335436015,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,7,58,8,Gable,CompShg,MetalSd,MetalSd,BrkFace,265.0,Gd,TA,CBlock,TA,TA,No,LwQ,670.0,Unf,0.0,470.0,1140.0,GasA,Gd,Y,SBrkr,7.564757012905729,532,0,7.8083230503910555,0.0,0.0,2,0,3,1,TA,7,Min2,2,Gd,Detchd,16.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,Missing,GdWo,Missing,0,3,2010,WD,Normal,0,0,0
1516,50,RL,4.787491742782046,9.761923988214342,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,61,60,Gable,CompShg,MetalSd,MetalSd,Stone,340.0,TA,Gd,CBlock,TA,TA,No,Rec,300.0,Unf,0.0,482.0,782.0,GasA,TA,Y,SBrkr,6.926577033222725,537,0,7.349873704738337,0.0,0.0,2,0,3,1,TA,6,Typ,1,Gd,Attchd,61.0,Unf,2.0,470.0,TA,TA,Y,0,0,150,0,0,0,Missing,Missing,Missing,0,1,2010,WD,Normal,0,0,0
1517,85,RL,4.31748811353631,9.339612707680322,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,6,8,44,2,Gable,CompShg,HdBoard,HdBoard,BrkFace,216.0,TA,TA,CBlock,TA,TA,Gd,GLQ,944.0,Unf,0.0,136.0,1080.0,GasA,Gd,Y,SBrkr,7.028201432058005,0,0,7.028201432058005,1.0,0.0,1,0,2,1,Gd,5,Typ,1,Gd,Attchd,44.0,Unf,1.0,315.0,TA,TA,Y,238,0,0,0,0,0,Missing,Missing,Shed,1500,1,2010,WD,Normal,0,0,0
1518,90,RL,4.248495242049359,9.020026965252676,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,1Story,5,5,52,52,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1604.0,1604.0,GasA,TA,Y,SBrkr,7.38025578842646,0,0,7.38025578842646,0.0,0.0,2,0,4,2,TA,8,Typ,0,Missing,Attchd,52.0,Unf,2.0,576.0,TA,TA,Y,42,0,0,0,0,0,Missing,Missing,Missing,0,3,2010,WD,Normal,0,0,0
1519,20,RL,4.248495242049359,9.011523512653032,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,7,1,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,1188.0,Unf,0.0,292.0,1480.0,GasA,Ex,Y,SBrkr,7.299797366758161,0,0,7.299797366758161,1.0,0.0,2,0,3,1,Gd,7,Typ,0,Missing,Attchd,7.0,RFn,2.0,620.0,TA,TA,Y,252,73,0,0,0,0,Missing,MnPrv,Shed,300,2,2010,WD,Normal,0,0,0
1520,20,RL,4.204692619390966,8.99342737041261,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,51,51,Hip,CompShg,MetalSd,MetalSd,BrkFace,150.0,TA,TA,CBlock,TA,TA,No,BLQ,856.0,Rec,162.0,125.0,1143.0,GasA,TA,Y,SBrkr,7.04141166379481,0,0,7.04141166379481,1.0,0.0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,51.0,RFn,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,Missing,GdPrv,Missing,0,5,2010,WD,Normal,0,0,0
1521,20,RL,4.465908118654584,9.280332743796217,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,51,51,Hip,CompShg,MetalSd,MetalSd,BrkFace,91.0,TA,TA,CBlock,TA,TA,No,Rec,936.0,Unf,0.0,270.0,1206.0,GasA,Fa,Y,SBrkr,7.095064377287131,0,0,7.095064377287131,0.0,0.0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,51.0,RFn,1.0,312.0,TA,TA,Y,0,21,0,0,0,0,Missing,Missing,Missing,0,5,2010,WD,Normal,0,0,0
1522,20,RL,4.382026634673881,9.213535262872702,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,51,51,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,432.0,TA,TA,CBlock,TA,TA,No,Rec,734.0,Unf,0.0,510.0,1244.0,GasA,Ex,Y,SBrkr,7.365180126021013,0,0,7.365180126021013,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,54.0,Unf,2.0,440.0,TA,TA,Y,0,28,0,0,160,0,Missing,GdWo,Missing,0,6,2010,WD,Normal,0,0,0
1523,50,RL,4.0943445622221,9.033841828485016,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,5,54,54,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,TA,Y,FuseA,6.723832440821209,505,0,7.198183577101943,0.0,0.0,1,0,3,1,TA,5,Typ,0,Missing,Attchd,54.0,Unf,1.0,263.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,2,2010,WD,Normal,0,0,0
1524,20,RL,4.0943445622221,9.301094735244646,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,58,58,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,339.0,Unf,0.0,525.0,864.0,GasA,TA,Y,SBrkr,6.96979066990159,0,0,6.96979066990159,0.0,1.0,1,0,2,1,Fa,4,Typ,0,Missing,Detchd,58.0,Unf,1.0,318.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,5,2010,WD,Normal,0,0,0
1525,20,RL,4.77912349311153,9.29605924737872,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,55,55,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,648.0,Unf,0.0,324.0,972.0,GasA,TA,Y,SBrkr,6.879355804460439,0,0,6.879355804460439,0.0,0.0,1,0,3,1,TA,5,Typ,0,Missing,Attchd,55.0,Unf,1.0,305.0,TA,TA,Y,0,0,205,0,0,0,Missing,GdWo,Missing,0,6,2010,WD,Normal,0,0,0
1526,190,RL,4.248495242049359,9.516868732224324,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,2fmCon,1Story,5,5,52,52,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,532.0,Unf,0.0,456.0,988.0,GasA,TA,Y,SBrkr,6.895682697747868,0,0,6.895682697747868,1.0,0.0,1,0,2,1,TA,5,Typ,0,Missing,Attchd,52.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,4,2010,WD,Abnorml,0,0,0
1527,30,RL,4.174387269895637,8.974364841846596,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,90,16,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,576.0,576.0,GasA,Gd,Y,SBrkr,6.892641641172089,0,0,6.892641641172089,0.0,1.0,1,0,2,1,TA,4,Typ,0,Missing,Detchd,21.0,Unf,2.0,676.0,TA,TA,N,0,0,0,0,0,0,Missing,Missing,Missing,0,4,2010,WD,Normal,0,0,0
1528,50,RL,4.0943445622221,8.99516499031115,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,8,62,6,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,481.0,Rec,174.0,161.0,816.0,GasA,TA,Y,SBrkr,6.704414354964107,408,0,7.1098794630722715,1.0,0.0,1,0,3,1,TA,5,Typ,0,Missing,Detchd,60.0,Unf,1.0,280.0,TA,TA,Y,414,0,0,0,0,0,Missing,GdWo,Missing,0,5,2010,WD,Normal,0,0,0
1529,20,RL,4.394449154672439,8.940498217652733,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,50,50,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,588.0,LwQ,350.0,237.0,1175.0,GasA,Ex,Y,SBrkr,7.069023426578259,0,0,7.069023426578259,0.0,0.0,1,1,3,1,TA,6,Typ,0,Missing,Detchd,50.0,RFn,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2010,WD,Normal,0,0,0
1530,20,RL,4.382026634673881,9.186047679407139,Pave,Missing,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,7,47,26,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,218.0,TA,TA,CBlock,TA,TA,Gd,BLQ,717.0,LwQ,263.0,415.0,1395.0,GasA,TA,Y,SBrkr,7.240649694255466,0,0,7.240649694255466,1.0,0.0,1,0,2,1,TA,7,Min1,1,TA,Attchd,47.0,RFn,2.0,440.0,TA,TA,Y,657,0,113,0,240,0,Missing,Missing,Missing,0,5,2010,WD,Normal,0,0,0
1531,50,RM,4.0943445622221,8.476371196895983,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,110,56,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,771.0,TA,TA,PConc,TA,TA,No,ALQ,48.0,Unf,0.0,661.0,709.0,GasA,TA,Y,SBrkr,7.053585727193677,687,0,7.519692404116539,1.0,0.0,1,0,3,1,TA,9,Min2,2,Gd,Basment,110.0,Unf,1.0,240.0,TA,TA,Y,84,0,0,0,0,0,Missing,Missing,Missing,0,1,2010,COD,Abnorml,0,0,0
1532,30,RM,4.02535169073515,8.408493774492896,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,7,90,60,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,579.0,Unf,0.0,357.0,936.0,GasA,TA,Y,SBrkr,6.841615476477592,0,0,6.841615476477592,1.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Missing,31.0,Missing,0.0,0.0,Missing,Missing,P,51,0,135,0,0,0,Missing,MnPrv,Missing,0,5,2010,WD,Normal,0,0,0
1533,20,RM,4.23410650459726,8.666474894131992,Pave,Grvl,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,1Story,5,7,53,53,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,274.0,Rec,1073.0,0.0,1347.0,GasA,Gd,Y,SBrkr,7.205635176410364,0,0,7.205635176410364,1.0,1.0,1,0,3,1,Gd,6,Typ,0,Missing,Detchd,53.0,Unf,2.0,551.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2010,WD,Normal,0,0,0
1534,45,RM,3.912023005428146,8.83927669058535,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,72,10,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,827.0,827.0,GasA,Gd,Y,SBrkr,6.717804695023691,424,0,7.1316985104669115,0.0,0.0,1,0,3,1,Fa,6,Typ,0,Missing,Detchd,72.0,Unf,1.0,240.0,Fa,TA,N,0,0,0,0,0,0,Missing,Missing,Missing,0,1,2010,WD,Normal,0,0,0
1535,50,RM,4.23410650459726,9.380167531188448,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,62,1,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,780.0,Unf,0.0,247.0,1027.0,GasA,Ex,Y,SBrkr,6.934397209928558,606,0,7.398174092970465,0.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,62.0,Unf,1.0,240.0,TA,TA,Y,0,100,126,0,0,0,Missing,Missing,Missing,0,6,2010,WD,Normal,0,0,0
1536,50,RM,4.204692619390966,9.01663425631559,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,90,48,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,176.0,Unf,0.0,832.0,1008.0,GasA,TA,Y,SBrkr,6.966024187106113,185,0,7.126890808898808,0.0,0.0,1,0,3,1,TA,6,Typ,0,Missing,Detchd,48.0,Unf,1.0,315.0,TA,TA,Y,0,0,334,0,0,0,Missing,Missing,Missing,0,3,2010,WD,Normal,0,0,0
1537,30,RM,4.219507705176107,9.175334762777368,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,2,87,40,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Fa,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,678.0,678.0,GasA,TA,N,SBrkr,6.723832440821209,0,0,6.723832440821209,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,82.0,Unf,2.0,780.0,Fa,Fa,N,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2010,WD,Abnorml,0,0,0
1538,70,RM,4.0943445622221,9.169518377455928,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,110,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,930.0,930.0,GasW,TA,N,SBrkr,6.835184586147301,636,0,7.356279876550748,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Missing,Detchd,80.0,Unf,1.0,288.0,TA,TA,Y,54,228,246,0,0,0,Missing,Missing,Missing,0,4,2010,WD,Abnorml,0,0,0
1539,70,RM,3.912023005428146,9.104979856318357,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,120,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,Stone,Fa,Fa,No,Unf,0.0,Unf,0.0,346.0,346.0,GasA,Ex,Y,SBrkr,7.053585727193677,1111,0,7.7266536648476425,0.0,0.0,3,0,3,1,Gd,7,Typ,0,Missing,Detchd,7.0,Unf,2.0,624.0,TA,TA,N,0,108,0,0,0,0,Missing,Missing,Missing,0,4,2010,WD,Normal,0,0,0
1540,190,RM,4.605170185988092,9.109967397829395,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,3,100,60,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,840.0,840.0,Grav,Fa,N,FuseF,7.028201432058005,1128,0,7.721348612617949,0.0,0.0,2,0,4,2,Fa,12,Typ,0,Missing,Missing,31.0,Missing,0.0,0.0,Missing,Missing,N,0,18,18,0,0,0,Missing,Missing,Missing,0,6,2010,WD,Abnorml,0,0,0
1541,70,RM,4.0943445622221,9.264828557260252,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,88,16,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,Rec,283.0,Unf,0.0,455.0,738.0,GasA,Ex,Y,SBrkr,6.7661917146603505,602,0,7.293017679772782,0.0,0.0,1,1,2,1,TA,6,Min1,0,Missing,Detchd,40.0,Unf,2.0,624.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2010,WD,Normal,0,0,0
1542,50,RM,3.970291913552122,8.670772279344538,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,1.5Fin,5,6,60,13,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,788.0,Unf,0.0,200.0,988.0,GasA,Ex,Y,SBrkr,6.937314081223682,582,0,7.385230923066573,0.0,0.0,1,1,3,1,TA,7,Typ,0,Missing,Detchd,60.0,Unf,1.0,363.0,TA,TA,Y,0,0,0,0,0,0,Missing,MnPrv,Missing,0,3,2010,WD,Normal,0,0,0
1543,75,RL,4.204692619390966,8.96098117384356,Pave,Missing,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,2.5Unf,7,7,88,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,474.0,Unf,0.0,634.0,1108.0,GasA,TA,N,FuseA,7.05617528410041,908,0,7.63433723562832,0.0,0.0,1,1,3,1,Gd,8,Typ,1,Gd,Detchd,82.0,Unf,1.0,315.0,TA,TA,Y,0,0,60,0,0,0,Missing,Missing,Missing,0,5,2010,WD,Normal,0,0,0
1544,30,RM,3.912023005428146,8.517193191416238,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,7,85,60,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,188.0,Unf,0.0,577.0,765.0,GasA,TA,N,FuseF,6.639875833826536,0,0,6.639875833826536,1.0,0.0,1,0,2,1,Gd,4,Typ,0,Missing,Detchd,84.0,Unf,1.0,200.0,Fa,TA,P,135,0,41,0,0,0,Missing,MnPrv,Missing,0,4,2010,WD,Normal,0,0,0
1545,50,RM,3.912023005428146,8.699514748210191,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,71,60,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Gd,No,BLQ,452.0,LwQ,12.0,144.0,608.0,GasA,TA,Y,SBrkr,6.410174881966167,524,0,7.0317412587631285,1.0,0.0,1,0,2,1,TA,5,Typ,0,Missing,Detchd,71.0,Unf,1.0,240.0,TA,TA,Y,0,0,128,0,0,0,Missing,MnPrv,Missing,0,4,2010,WD,Abnorml,0,0,0
1546,50,RM,3.912023005428146,8.699514748210191,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,70,60,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,264.0,Unf,0.0,308.0,572.0,GasA,Ex,Y,FuseA,6.742880635791903,348,0,7.086737934510577,0.0,1.0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,37.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,3,2010,WD,Normal,0,0,0
